id_no,time,lat,lon,depth,mag,event_type,mrr,mtt,mpp,mrt,mrp,mtp,type,moment_lat,moment_lon,moment_depth,moment_duration
309,6-23-2013T20:0:58.91,9.9471,-85.6476,24.0000,5.3000,earthquake,1086819000000000005505024.0000,-603595900000000031064064.0000,-483223000000000000262144.0000,211455399999999987154944.0000,45165640000000002883584.0000,568039000000000012845056.0000,nan,9.9471,-85.6476,24.0000,nan
310,8-12-2013T5:19:0.03,10.2940,-86.5927,10.0000,5.1000,earthquake,-552449099999999984402432.0000,362036700000000015335424.0000,190412299999999994888192.0000,-66074219999999995936768.0000,-39518220000000003276800.0000,-272096599999999987679232.0000,nan,10.2940,-86.5927,10.0000,nan
311,9-5-2013T12:29:57.8,10.1590,-86.2575,20.0000,5.8000,earthquake,-367965300000000000917504.0000,1224063000000000023330816.0000,-856097399999999965659136.0000,-2197488000000000104857600.0000,641883200000000006291456.0000,5778099999999999558549504.0000,nan,10.1590,-86.2575,20.0000,nan
312,9-5-2013T22:34:1.36,10.2720,-86.2726,30.0000,4.4000,earthquake,-1060632000000000000000.0000,34573230000000001376256.0000,-33512589999999998230528.0000,-1766563000000000032768.0000,7201277999999999803392.0000,36015880000000000786432.0000,nan,10.2720,-86.2726,30.0000,nan
313,9-5-2013T23:54:8.12,10.3130,-86.2950,22.0000,4.7000,earthquake,-3075302000000000065536.0000,59549870000000001376256.0000,-56474569999999997837312.0000,-19380330000000000983040.0000,14068889999999999410176.0000,126517099999999995936768.0000,nan,10.3130,-86.2950,22.0000,nan
314,9-22-2013T14:45:5.71,10.3320,-86.3350,30.0000,4.3000,earthquake,-707674300000000016384.0000,12582380000000000131072.0000,-11874709999999999016960.0000,-6314249000000000360448.0000,2964324999999999967232.0000,32563100000000000655360.0000,nan,10.3320,-86.3350,30.0000,nan
315,11-10-2013T0:30:52.98,9.8631,-85.4948,18.3000,4.4000,earthquake,46249860000000002490368.0000,-23819960000000001310720.0000,-22429900000000001179648.0000,3024071000000000163840.0000,-16515869999999999803392.0000,25003940000000001441792.0000,nan,9.8631,-85.4948,18.3000,nan
316,12-10-2013T17:28:43.66,10.6150,-85.6279,40.0000,4.7000,earthquake,98966509999999999279104.0000,36835110000000000589824.0000,-135801600000000008388608.0000,65484099999999996198912.0000,26457290000000002031616.0000,-12954889999999999934464.0000,nan,10.6150,-85.6279,40.0000,nan
317,12-21-2013T1:39:56.9,9.2301,-85.5627,43.0000,4.4000,earthquake,17997259999999999082496.0000,-29505509999999998492672.0000,11508249999999999410176.0000,13461829999999999541248.0000,-34959920000000000524288.0000,21095279999999998427136.0000,nan,9.2301,-85.5627,43.0000,nan
318,1-17-2014T21:2:54.8,9.5061,-84.8538,14.0000,5.2000,earthquake,550442600000000006029312.0000,-491485600000000024117248.0000,-58957059999999998296064.0000,507823299999999966838784.0000,-259704499999999990431744.0000,177808700000000016384000.0000,nan,9.5061,-84.8538,14.0000,nan
319,2-12-2014T20:38:47.28,9.5280,-84.8669,19.0000,4.3000,earthquake,33698510000000000327680.0000,-26574919999999998689280.0000,-7123594999999999508480.0000,8936637000000000229376.0000,-6419911000000000163840.0000,13840729999999999410176.0000,nan,9.5280,-84.8669,19.0000,nan
320,2-16-2014T19:21:0.52,9.4256,-84.6798,20.1000,4.8000,earthquake,-116137199999999998427136.0000,121667899999999999606784.0000,-5530645000000000491520.0000,155930600000000010223616.0000,-36208149999999999016960.0000,4956258999999999770624.0000,nan,9.4256,-84.6798,20.1000,nan
321,3-5-2014T15:15:16.33,9.7880,-85.7090,17.0000,4.7000,earthquake,124644700000000002752512.0000,-90355500000000006422528.0000,-34289230000000000327680.0000,58958780000000003801088.0000,-269815200000000000000.0000,63547809999999998099456.0000,nan,9.7880,-85.7090,17.0000,nan
322,3-10-2014T18:0:57.08,10.0230,-85.0395,29.0000,4.8000,earthquake,29717829999999999541248.0000,4302455000000000163840.0000,-34020290000000001245184.0000,-26067590000000001638400.0000,-194630099999999985188864.0000,14858919999999999737856.0000,nan,10.0230,-85.0395,29.0000,nan
323,6-17-2014T7:28:1.4,10.1660,-85.7486,28.0000,4.0000,earthquake,9896301999999999279104.0000,-9147473000000000098304.0000,-748829300000000049152.0000,7642919000000000163840.0000,-1230982000000000065536.0000,2733660000000000131072.0000,nan,10.1660,-85.7486,28.0000,nan
324,6-18-2014T16:13:39.86,10.4480,-86.2695,15.0000,4.0000,earthquake,-1299910999999999901696.0000,8805028999999999967232.0000,-7505119000000000425984.0000,359810700000000016384.0000,4802146000000000196608.0000,8217462999999999639552.0000,nan,10.4480,-86.2695,15.0000,nan
325,6-25-2014T11:45:30.17,9.6049,-84.8684,22.3000,4.4000,earthquake,32215689999999999934464.0000,-23169060000000001441792.0000,-9046631999999999737856.0000,32559250000000000720896.0000,-20345280000000002097152.0000,14477640000000000786432.0000,nan,9.6049,-84.8684,22.3000,nan
326,7-6-2014T11:42:58.71,10.1500,-85.3624,40.0000,5.0000,earthquake,74158419999999997771776.0000,291729199999999987941376.0000,-365887600000000019398656.0000,185068500000000001966080.0000,103075499999999993839616.0000,-37079209999999998885888.0000,nan,10.1500,-85.3624,40.0000,nan
327,7-10-2014T2:59:42.14,10.1420,-85.3415,47.0000,4.4000,earthquake,909713799999999967232.0000,42851789999999996133376.0000,-43761509999999998492672.0000,8749508999999999967232.0000,2243632000000000000000.0000,-23541710000000000327680.0000,nan,10.1420,-85.3415,47.0000,nan
328,9-9-2014T11:47:56.46,9.6778,-85.0836,18.3000,4.5000,earthquake,44814539999999996985344.0000,-33330280000000001835008.0000,-11484259999999999344640.0000,49997969999999996526592.0000,-22046630000000000589824.0000,20011300000000001441792.0000,nan,9.6778,-85.0836,18.3000,nan
329,9-9-2014T16:7:22.28,9.6507,-85.1019,20.0000,4.7000,earthquake,121659199999999997902848.0000,-102318199999999999213568.0000,-19341019999999998558208.0000,57138339999999997247488.0000,-41513439999999996854272.0000,46286530000000001245184.0000,nan,9.6507,-85.1019,20.0000,nan
330,9-12-2014T7:42:55.61,10.2850,-86.3885,27.0000,4.5000,earthquake,-387288600000000032768.0000,19839970000000000196608.0000,-19452680000000000786432.0000,-3134001000000000098304.0000,4176841999999999934464.0000,67812339999999996723200.0000,nan,10.2850,-86.3885,27.0000,nan
331,9-18-2014T13:14:22.52,10.6310,-86.3470,32.0000,5.2000,earthquake,530780899999999969984512.0000,-245187000000000013893632.0000,-285593999999999997378560.0000,441287500000000026345472.0000,-391136800000000003145728.0000,267451299999999988858880.0000,nan,10.6310,-86.3470,32.0000,nan
332,9-25-2014T9:23:10.86,10.3610,-86.3937,17.0000,4.6000,earthquake,46238269999999998754816.0000,1129527000000000032768.0000,-47367799999999999213568.0000,59907369999999998885888.0000,3478998000000000065536.0000,64865419999999999082496.0000,nan,10.3610,-86.3937,17.0000,nan
333,10-14-2014T4:2:28.07,10.3010,-86.1009,50.0000,4.5000,earthquake,-18558570000000000983040.0000,23195250000000001769472.0000,-4636685999999999803392.0000,-37872220000000002752512.0000,14214749999999999803392.0000,54069760000000000000000.0000,nan,10.3010,-86.1009,50.0000,nan
334,11-12-2014T7:27:49.07,10.6940,-85.1699,20.0000,4.6000,earthquake,43171130000000000458752.0000,-7409885000000000229376.0000,-35761250000000000196608.0000,29604029999999998754816.0000,-85115199999999997902848.0000,16740529999999999672320.0000,nan,10.6940,-85.1699,20.0000,nan
335,11-16-2014T10:21:35.07,10.3400,-86.3039,17.0000,5.0000,earthquake,336791599999999979552768.0000,-273628299999999990693888.0000,-63163299999999997247488.0000,175523999999999998951424.0000,-116885100000000004325376.0000,133690699999999992791040.0000,nan,10.3400,-86.3039,17.0000,nan
336,11-21-2014T21:37:26.14,9.5197,-85.6130,23.8000,4.5000,earthquake,70021060000000000393216.0000,-57278340000000002490368.0000,-12742729999999999934464.0000,3897723000000000032768.0000,-7967965999999999803392.0000,27570360000000001310720.0000,nan,9.5197,-85.6130,23.8000,nan
337,12-3-2014T17:4:1.61,10.7100,-85.0037,24.0000,4.5000,earthquake,33190489999999999410176.0000,-25132090000000000458752.0000,-8058405999999999541248.0000,53427790000000000327680.0000,-32479700000000001966080.0000,14259309999999999279104.0000,nan,10.7100,-85.0037,24.0000,nan
338,2-18-2015T13:12:14.07,10.1580,-85.3246,49.0000,4.5000,earthquake,-1538556999999999967232.0000,65174669999999998230528.0000,-63636120000000002359296.0000,10109179999999999606784.0000,11190229999999999016960.0000,-25191769999999999410176.0000,nan,10.1580,-85.3246,49.0000,nan
339,3-11-2015T16:23:50.54,10.4930,-86.4813,47.0000,4.7000,earthquake,761794200000000032768.0000,-4868482999999999770624.0000,4106689000000000098304.0000,-22049309999999999803392.0000,-2729790999999999901696.0000,139421800000000006029312.0000,nan,10.4930,-86.4813,47.0000,nan
340,3-31-2015T17:5:55.7,10.2710,-84.5853,45.0000,4.8000,earthquake,105732800000000002097152.0000,-99544649999999993643008.0000,-6188138999999999508480.0000,164181600000000009437184.0000,-40935080000000003932160.0000,24819269999999999541248.0000,nan,10.2710,-84.5853,45.0000,nan
341,4-28-2015T7:33:40.77,10.2110,-84.6916,50.0000,4.6000,earthquake,-55612960000000003145728.0000,57354889999999999934464.0000,-1741934000000000065536.0000,80666319999999995281408.0000,-17326910000000000851968.0000,-117108400000000000000.0000,nan,10.2110,-84.6916,50.0000,nan
342,9-22-2015T15:5:36.48,9.1341,-85.8233,22.0000,4.8000,earthquake,110487799999999995019264.0000,-81767599999999992135680.0000,-28720229999999998492672.0000,149412700000000002752512.0000,-72201800000000002883584.0000,49135510000000003211264.0000,nan,9.1341,-85.8233,22.0000,nan
343,11-11-2015T12:8:47.16,9.4961,-85.8840,23.5000,5.0000,earthquake,207759599999999998427136.0000,-147499599999999999475712.0000,-60260059999999998558208.0000,302914000000000003670016.0000,-152332799999999983222784.0000,96184330000000004128768.0000,nan,9.4961,-85.8840,23.5000,nan
344,11-28-2015T23:47:24.54,10.3530,-86.8249,10.0000,4.6000,earthquake,99939080000000004980736.0000,-86662180000000001441792.0000,-13276899999999999344640.0000,844025999999999934464.0000,2318942999999999901696.0000,34010220000000000131072.0000,nan,10.3530,-86.8249,10.0000,nan
345,12-10-2015T0:3:20.02,9.8610,-85.7100,12.0000,4.3000,earthquake,34857179999999998558208.0000,-28648599999999998164992.0000,-6208583999999999737856.0000,-6294688000000000000000.0000,827342200000000032768.0000,13470779999999999606784.0000,nan,9.8610,-85.7100,12.0000,nan
346,12-21-2015T0:49:42.2,9.5583,-84.7740,23.0000,4.4000,earthquake,21636820000000001966080.0000,-17625939999999999868928.0000,-4010878999999999901696.0000,42393209999999998361600.0000,-15579400000000000786432.0000,8632979000000000294912.0000,nan,9.5583,-84.7740,23.0000,nan
