lat,lon,depth
-36.1820,-60.5779,689.8991
-35.8631,-69.7191,151.7929
-35.8461,-69.5393,167.1234
-35.7701,-69.4298,193.8410
-35.6654,-69.3113,227.0063
-35.8138,-68.9877,197.3410
-35.8568,-68.7520,191.9966
-36.1018,-68.3375,128.2193
-36.0227,-68.1878,154.2559
-35.7311,-68.2692,246.8587
-35.7136,-68.0885,259.7141
-35.6907,-67.9130,274.2392
-35.6655,-67.7421,289.5722
-35.6514,-67.5594,301.2376
-35.6232,-67.3932,317.4260
-35.6092,-67.2204,328.9912
-35.5985,-67.0419,339.9372
-35.5992,-66.8568,347.2989
-35.5935,-66.6845,357.7457
-35.6065,-66.4874,362.1451
-35.6107,-66.3071,370.5360
-35.6207,-66.1183,377.5600
-35.6315,-65.9291,385.0011
-35.6493,-65.7266,390.1394
-35.6573,-65.5448,400.2333
-35.6716,-65.3473,408.0570
-35.6797,-65.1703,419.7661
-35.6890,-64.9908,431.9077
-35.7022,-64.8010,442.5178
-35.7149,-64.6155,454.3256
-35.7290,-64.4206,465.5694
-35.7407,-64.2503,480.3697
-35.7579,-64.0367,489.2879
-35.7721,-63.8499,502.6319
-35.7872,-63.6567,515.1466
-35.8026,-63.4640,528.6490
-35.8160,-63.2126,532.1303
-35.8271,-62.9742,538.2638
-35.9822,-61.2632,670.6428
-35.9918,-61.0399,679.6942
-35.9929,-60.7990,684.5046
-35.9846,-60.5481,684.8910
-35.6182,-69.5720,160.8886
-35.6221,-69.3761,171.1402
-35.5814,-69.2158,188.5251
-36.0574,-68.4246,82.4561
-36.0283,-68.2385,92.6919
-35.4924,-68.1110,257.2751
-35.4809,-67.9219,268.4584
-35.4659,-67.7385,280.2768
-35.4535,-67.5518,291.1500
-35.4377,-67.3699,302.7792
-35.4198,-67.1999,315.3000
-35.4082,-67.0209,326.3231
-35.4115,-66.8322,332.8783
-35.4079,-66.6562,342.5416
-35.4186,-66.4620,348.0507
-35.4250,-66.2773,355.7508
-35.4372,-66.0836,362.1364
-35.4431,-65.9019,371.6747
-35.4545,-65.7120,379.8434
-35.4605,-65.5350,391.1680
-35.4696,-65.3521,402.0445
-35.4817,-65.1657,412.3612
-35.4913,-64.9867,424.9179
-35.5023,-64.8079,437.7346
-35.5191,-64.6063,447.3709
-35.5317,-64.4226,460.8609
-35.5470,-64.2303,472.6207
-35.5625,-64.0332,484.6983
-35.5775,-63.8409,497.6568
-35.5932,-63.6419,509.7926
-35.6086,-63.4379,522.0202
-35.6212,-63.1906,526.9291
-35.6299,-62.9344,530.9213
-35.7850,-61.4736,660.6838
-35.7949,-61.2485,669.4287
-35.8012,-61.0169,676.7627
-35.7979,-60.7686,679.8096
-35.7921,-60.5249,682.1555
-35.3644,-69.6728,164.2124
-35.3015,-68.1035,245.4887
-35.2954,-67.9062,255.1864
-35.2793,-67.7220,267.1349
-35.2660,-67.5347,278.0973
-35.2400,-67.3606,292.4947
-35.2412,-67.1696,298.6138
-35.2286,-66.9901,309.6957
