lon,lat,depth,unc,etype,mag
288.1610,-34.4290,25,nan,ER,4.9000
288.0300,-34.4790,25,nan,ER,5.3000
287.9910,-34.6730,24,nan,ER,4.8000
288.0090,-34.3160,29,nan,ER,5.2000
288.0680,-34.4260,25,nan,ER,4.9000
288.0490,-34.4950,25,nan,ER,5.0000
288.1160,-34.3380,25,nan,ER,4.8000
288.0930,-34.3630,28,nan,ER,5.4000
288.1110,-34.3660,25,nan,ER,5.7000
288.0520,-34.4620,25,nan,ER,4.8000
286.2060,-37.8350,21,nan,ER,4.4000
288.0680,-34.3820,25,nan,ER,5.2000
286.7290,-38.5460,25,nan,ER,4.6000
285.9840,-37.7990,21,nan,ER,5.5000
286.2290,-37.7880,21,nan,ER,4.9000
288.0970,-34.4180,25,nan,ER,5.0000
288.0450,-34.3270,29,nan,ER,4.3000
287.9410,-35.1990,30,nan,ER,4.4000
288.0840,-34.3490,25,nan,ER,4.8000
288.2820,-34.4970,25,nan,ER,5.0000
288.0450,-34.3540,25,nan,ER,4.8000
288.0230,-34.3540,25,nan,ER,4.9000
286.5520,-36.4680,35,nan,ER,4.6000
288.2940,-34.4640,25,nan,ER,4.7000
288.1340,-34.3910,25,nan,ER,4.8000
285.7360,-37.7990,21,nan,ER,4.5000
288.0060,-34.3690,26,nan,ER,4.7000
287.3890,-38.2760,21,nan,ER,4.8000
288.0360,-34.3650,25,nan,ER,4.3000
287.9190,-34.3650,21,nan,ER,4.9000
288.0210,-34.3430,25,nan,ER,4.3000
286.1790,-37.5900,21,nan,ER,4.7000
287.8800,-34.4080,20,nan,ER,5.0000
288.0230,-34.2680,29,nan,ER,6.1000
288.2310,-34.4880,25,nan,ER,4.8000
286.1240,-37.3960,21,nan,ER,4.8000
286.1460,-37.4050,21,nan,ER,4.7000
288.0940,-34.3950,25,nan,ER,4.5000
288.1230,-34.4140,25,nan,ER,4.4000
288.2950,-34.4960,25,nan,ER,4.7000
288.1140,-34.5130,25,nan,ER,4.5000
286.0070,-38.3000,26,nan,ER,4.8000
287.9010,-33.9190,26,nan,ER,4.8000
286.3520,-36.6170,28,nan,ER,5.1000
286.3820,-36.5990,28,nan,ER,5.3000
288.2950,-34.5070,25,nan,ER,5.2000
287.9840,-33.5490,36,nan,ER,4.4000
286.1120,-37.3350,21,nan,ER,4.8000
286.7880,-35.7990,28,nan,ER,4.2000
286.2110,-37.6370,21,nan,ER,5.2000
286.1700,-37.6410,21,nan,ER,4.7000
286.6450,-36.4290,28,nan,ER,4.2000
288.3170,-34.4930,25,nan,ER,5.1000
290.0780,-34.1330,29,nan,ER,4.9000
286.4630,-37.0630,27,nan,ER,4.7000
285.8640,-36.8910,27,nan,ER,5.0000
